ID,cod prov 1,codint_noborrar,descripcion
11315,,2259,POETT LIQUIDO X 1800CC BAMBU
11319,LL056.0243,2258,POETT LIQUIDO X 1800CC BEBE
11323,LL056.0255,2260,POETT LIQUIDO X 1800CC LAVANDA
11322,LL056.0262,2261,POETT LIQUIDO X 1800CC PRIMAVERA **
11321,LL056.0265,2262,POETT LIQUIDO X 1800CC SOLO PARA TI
11327,,2253,POETT LIQUIDO X 900CC ALEGRIAS **
11328,LL056.0174,2250,POETT LIQUIDO X 900CC ALGODON **
11331,LL056.0180,2252,POETT LIQUIDO X 900CC BEBE **
,,2254,POETT LIQUIDO X 900CC ESPIRITU JOVEN
11332,LL056.0189,2255,POETT LIQUIDO X 900CC LAVANDA **
11333,,2251,POETT LIQUIDO X 900CC LOVE EVOLUTION **
11334,LL056.0200,2256,POETT LIQUIDO X 900CC PRIMAVERA **
11339,LL056.0203,2257,POETT LIQUIDO X 900CC SOLO PARA TI **
,,2243,POETT PASTILLA INODORO RED X 25 GRS (12UXB) **
,,2242,POETT PASTILLA INODORO RED X 25GR MIX (12UXB)**
,,3003,POLVO LIMPIADOR BRILLO MAGICO - 500G
11488,,4484,POLYCERA LUSTRA MUEBLES AEROSOL 300 CC
11817,,1598,POP BALDE PLASTICO X 9 LTS **
11819,,3370,POP PALANGANA PVC 4 LTS **
11822,,4632,POP PALANGANA PVC 6 LTS **
11823,,4633,POP PALANGANA PVC 9 LTS **
9879,LA020.0011,2285,POXILINA X 70 GRS **
9881,LA020.0015,2286,POXIPOL 10´ GRIS X 14 ML (6UXB)**
9882,LA020.0016,2287,POXIPOL 10´ TRANSPARENTE X 14 ML (6UXB) **
9877,LA020.0020,2288,POXI-RAN S/TOLUENO X 23 ML **
,,4037,PRESTOBARBA 12 ULTRAGRIP TRIPLE HOJA
11341,LL055.0011,2318,PROCENEX BIDON X 5L BLANCO ORIGINAL **
11343,LL058.0139,2319,PROCENEX BIDON X 5L JARDIN **
11345,LL058.0141,2320,PROCENEX BIDON X 5L LAVANDA **
11346,LL058.0143,2321,PROCENEX BIDON X 5L MARINA **
2881,LL056.0335,2315,PROCENEX LIQUIDO X 1800ML BEBE
11425,LL054.0030,2317,PROCENEX LIQUIDO X 1800ML BLANCO ** ORIGINAL
11427,LL056.0339,2311,PROCENEX LIQUIDO X 1800ML FLORES JARDIN
11429,LL056.0344,2312,PROCENEX LIQUIDO X 1800ML LAVANDA **
11430,LL056.0341,2313,PROCENEX LIQUIDO X 1800ML LIMON **
11435,LL056.0347,2314,PROCENEX LIQUIDO X 1800ML MARINA **
11436,LL056.0350,2316,PROCENEX LIQUIDO X 1800ML PINO **
11434,LL056.0289,2310,PROCENEX LIQUIDO X 900ML AROMA BEBE **
2885,LL054.0028,2298,PROCENEX LIQUIDO X 900ML BLANCO **
,,2299,PROCENEX LIQUIDO X 900ML BRISA BOSQUE
11440,LL056.0296,2300,PROCENEX LIQUIDO X 900ML FLOR JARDIN **
11441,LL056.0299,2301,PROCENEX LIQUIDO X 900ML JAZMIN **
11442,LL056.0302,2303,PROCENEX LIQUIDO X 900ML LAVANDA **
11443,LL056.0304,2304,PROCENEX LIQUIDO X 900ML LIMON **
11444,,2305,PROCENEX LIQUIDO X 900ML MANZANA
11450,LL056.0310,2306,PROCENEX LIQUIDO X 900ML MARINA **
,,2307,PROCENEX LIQUIDO X 900ML NARANJA
11451,LL056.0316,2308,PROCENEX LIQUIDO X 900ML ORQUIDEA **
11452,LL056.0316,2309,PROCENEX LIQUIDO X 900ML PINO **
11453,,2302,PROCENEX LIQUIDO X 900ML VAINILLA **
,,4584,PROFORCE BOTA DE GOMA 39/46
,,3778,PROTECTOR PLASTICO PARA CORTINA DE BAÑO
,,3407,PULVERIZADOR GATILLO REFORZADO ECONOMICO
,,2670,PULVERIZADOR GATILLO REFORZADO P/ROSCA ROCIADOR
10485,,4137,PUROCOL ALCOHOL EN GEL 1 LT (6UXB) **
9812,,4136,PUROCOL ALCOHOL EN GEL 250 ML (12UXB) M**
9810,,4075,PUROCOL ALCOHOL EN GEL 500 ML (6UXB)**
10486,,4543,PUROCOL ALCOHOL EN GEL BIDON 5 LTS (3UXB) M**
,,4069,PUROCOL ALCOHOL ETILICO 250 ML
,,2324,PUROCOL ALCOHOL ETILICO 500 CC
,,2325,PUROCOL ALCOHOL ETILICO 96% X 1 LT (12UXB) M**
9807,,4465,PUROCOL ALCOHOL SANITIZANTE AL 70%  1 LT (12UXB) M**
9885,,4167,PYTHON CINTA GRIS ALTA RESISTENCIA 9 MTS **
9886,,4166,PYTHON CINTA NEGRA ALTA RESISTENCIA 9 MTS **
2862,LL036.0021,2350,QUALIBEST ABRILLANTADOR ACIDO LAVAVAJILLAS X 500 CC **
2850,,3123,QUALIBEST ACRYLPO CERA A28 X 5 LTS
2841,,1257,QUALIBEST ACRYLPO SELLADOR  S10 X 5 LTS
2847,,3122,QUALIBEST ACRYLPO SELLADOR CONCRETO CEMENTO SC2000 X 5 LTS
11458,,4149,"QUALIBEST AMONIO CUATERNARIO  "" SIN PERFUME"" X 5 LTS **"
2871,LL104.0024,2822,QUALIBEST AMONIO CUATERNARIO HIERBAS X 5LTS
2869,,3033,QUALIBEST AMONIO CUATERNARIO PERFUMADO X 5LT **
11462,,4487,QUALIBEST AMONIO CUATERNARIO PERFUMADO X950CC **
2857,,223,QUALIBEST CERA AUTOBRILLO NATURAL 950 ML
10726,LC032.0026,2327,QUALIBEST CERA AUTOBRILLO NATURAL X 5 LTS (4UXB)**
10728,,227,QUALIBEST CERA AUTOBRILLO NEGRO 950 ML
10730,LC032.0028,2328,QUALIBEST CERA AUTOBRILLO NEGRO X 5 LTS (4UXB)**
10734,,228,QUALIBEST CERA AUTOBRILLO ROJO 950 ML
10733,LC032.0030,2329,QUALIBEST CERA AUTOBRILLO ROJO X 5 LTS **
10737,LC035.0025,2330,QUALIBEST CERA BRILLO INTENSO NATURAL X 5 LTS (4UXB)**
10740,LC035.0026,2331,QUALIBEST CERA BRILLO INTENSO NEGRO X 5 LTS
10742,LC035.0028,2332,QUALIBEST CERA BRILLO INTENSO ROJO X 5 LTS
10744,LC032.0034,2333,QUALIBEST CERA EXTRA NATURAL X 5 LTS
10745,,218,QUALIBEST CERA EXTRA NATURAL X 950 ML
10753,LC032.0036,2334,QUALIBEST CERA EXTRA NEGRA X 5 LTS
10754,,219,QUALIBEST CERA EXTRA NEGRA X 950ML
10750,LC032.0038,2335,QUALIBEST CERA EXTRA ROJA X 5 LTS
10749,,220,QUALIBEST CERA EXTRA ROJA X 950 ML
10759,LC100.0013,2339,QUALIBEST CURADOR NATURAL X 5 LTS
2874,LC099.0014,2336,QUALIBEST CURADOR NATURAL X 950 CC
10763,LC100.0014,2340,QUALIBEST CURADOR NEGRO X 5 LTS
10762,LC099.0015,2337,QUALIBEST CURADOR NEGRO X 950 CC
10765,LC100.0015,2341,QUALIBEST CURADOR ROJO X 5 LTS
10764,LC099.0016,2338,QUALIBEST CURADOR ROJO X 950 CC
,,2748,QUALIBEST DETERGENTE LAVAMANOS CON BACTERICIDA X 5LTS **
,,3121,QUALIBEST EMULSION ACRILICA A20 X 5 LTS
,,213,QUALIBEST EMULSION ACRILICA A20 X 950 ML
,,3804,QUALIBEST EMULSION ACRILICA A20 X 950ML
2867,,2973,QUALIBEST FINAL DE OBRA X 5 LTS
2858,,3152,QUALIBEST LAVENCERE 950 ML
10771,LC029.0018,2326,QUALIBEST LAVENCERE X 5 L
11466,,4150,QUALIBEST LIMPIADOR ANTIBACTERIAL PISOS X 5 LTS **
11470,,233,QUALIBEST LIMPIADOR NEUTRO PORCELANATO Y MARMOL R9 950 ML
11468,,2347,QUALIBEST LIMPIADOR NEUTRO PORCELANATO Y MARMOL R9 X 5 LTS
2859,LL036.0020,2349,QUALIBEST POLVO LAVAVAJILLAS CLORADO X 1 LT **
,,3124,QUALIBEST QUITAMANCHAS PISOS PORCELANATO Y MARMOL 500ML
,,2348,QUALIBEST REMOVEDOR B/ESPUMA R7 X 5 LTS
11471,,212,QUALIBEST REMOVEDOR BAJA ESPUMA R7 X 950 ML
2865,LL036.0022,2351,QUALIBEST SAL REGENERADORA X 1 KG **
,,4163,QUALIBEST SECUESTRANTE DE POLVO S-5
,,4637,QUECHUA BALDE PLASTICO 14 LTS **
9933,,3180,QUECHUA BALDE PLASTICO 16 LTS **
9934,,4358,QUECHUA CESTO CUADRADO 14 LTS TAPA COMUN **
,,2375,RAID 45 NOCHES REPUESTO
,,2360,RAID AEROSOL AZUL MMM  FRESH X 360 CC
11790,LI002.0038,2363,RAID AEROSOL AZUL MMM SIN OLOR X 360 CC ** (12UXB)
,,2370,RAID ANTIPOLILLAS VERDE AEROSOL X 360 CC **
2632,LI015.0032,2374,RAID APARATO 45 NOCHES+REP
2617,LI002.0020,3970,RAID AZUL MMM NUEVA FORMULA AEROSOL 360CC **
,,3974,RAID CEBO CUCARACHAS X 6UNID **
2619,LI002.0030,2364,RAID DOBLE ACCION X 360 CC
11807,LE059.0032,4120,RAID ESPIRALES X 12 UNID ** COUNTRY FRESH (24UXB)
2613,,2366,RAID EXTERMINADOR CUCARACHAS X 360 CC ** (12UXB)
2610,,2367,RAID HORMIGAS AEROSOL X 360 CC
2621,LI006.0007,2365,RAID INSECTICIDA AEROSOL CASA Y JARDIN X 360 CC **
,,4121,RAID LIQUIDO ELECTRIC REPUESTO **
,,4394,RAID MATACUCARACHAS AEROSOL 360 CC
2615,LI007.0005,2368,RAID MATAPULGAS Y GARRAPATAS X 360 CC **
2623,LI003.0012,2369,RAID MAX S/OLOR DORADO CUCARACHAS X 360 CC ** (12UXB)
2628,LI005.0015,2362,RAID PERCHA ANTIPOLILLAS CONTINUO 3GRS X 2 UN **
11801,LI015.0032,2376,RAID VAPE APARATO ECONOMICO + 4 TABLETAS
11803,LI015.0037,3187,RAID VAPE TABLETAS X 24 U **
,,4489,REJILLA SIMPLE **
2741,,4595,REVOLVEDOR PALETINA DE CAFE X 1000UNID M**
11598,LQ001.0018,4093,REX QUITAMANCHAS AEROSOL 180CC **
,,4616,REXONA ALCOHOL EN AEROSOL 58ML  **
,,4072,REXONA ALCOHOL EN GEL 5 LTS **
10931,PJ001.0105,2859,REXONA JABON TOCADOR  125 GRS (72UXB)**
10935,,4457,REXONA JABON TOCADOR  3X125GRS MENTA Y COTTON **
10937,4467.003,4458,REXONA JABON TOCADOR  3X125GRS SENSIBLE FRESH **
11699,LA050.0010,3771,ROBIN APRESTO LIQUIDO DOY PACK
,,4088,ROCIADOR BOTELLA + GATILLO ECO 500ML
,,1876,ROCIADOR PULVERIZADOR X 500 CC
,,3347,ROMYL LAMPAZO MOPA GRIS *
11501,,2066,ROMYL MOPA LAMPAZO T/BALLERINA AMARILLO **
10673,,919,ROYCO ARTICULACION P/ EXTENSOR **
,,725,ROYCO BARREDOR DOM ACRILICO - METAL COMPLETO X 35 CM
,,727,ROYCO BARREDOR DOM ACRILICO - METAL COMPLETO X 80 CM
,,710,ROYCO BARREDOR DOM ACRILICO - PLASTICO S/BOT REPUESTO X 35 CM
,,711,ROYCO BARREDOR DOM ACRILICO - PLASTICO S/BOT REPUESTO X 60 CM
,,712,ROYCO BARREDOR DOM ACRILICO - PLASTICO S/BOT REPUESTO X 80 CM **
,,722,ROYCO BARREDOR DOM ALG - METAL C/BOT COMPLETO X 35 CM
,,723,ROYCO BARREDOR DOM ALG - METAL C/BOT COMPLETO X 60 CM
,,724,ROYCO BARREDOR DOM ALG - METAL C/BOT COMPLETO X 80 CM
,,715,ROYCO BARREDOR DOM ALG - PLASTICO COMPLETO 12 X 100 CM **
,,713,ROYCO BARREDOR DOM ALG - PLASTICO COMPLETO 12 X 35 CM **
,,714,ROYCO BARREDOR DOM ALG - PLASTICO COMPLETO 12 X 60 CM **
,,703,ROYCO BARREDOR DOM ALG - PLASTICO S/BOT COMPLETO 12 X 80 CM **
,,709,ROYCO BARREDOR DOM ALG - PLASTICO S/BOT REPUESTO  X 100 CM **
,,707,ROYCO BARREDOR DOM ALG - PLASTICO S/BOT REPUESTO  X 35 CM **
,,708,ROYCO BARREDOR DOM ALG - PLASTICO S/BOT REPUESTO  X 60 CM **
,,758,ROYCO BARREDOR PROF ACRILICO - C/BOT REPUESTO 15 X 100 CM
,,759,ROYCO BARREDOR PROF ACRILICO - C/BOT REPUESTO 15 X 120 CM
,,760,ROYCO BARREDOR PROF ACRILICO - C/BOT REPUESTO 15 X 150 CM
,,756,ROYCO BARREDOR PROF ACRILICO - C/BOT REPUESTO 15 X 45 CM
,,757,ROYCO BARREDOR PROF ACRILICO - C/BOT REPUESTO 15 X 60 CM
,,749,ROYCO BARREDOR PROF ACRILICO - METAL COMPLETO 15 X 120 CM
,,750,ROYCO BARREDOR PROF ACRILICO - METAL COMPLETO 15 X 150 CM
,,731,ROYCO BARREDOR PROF ACRILICO - METAL COMPLETO 15 X 45 CM
,,735,ROYCO BARREDOR PROF ACRILICO - METAL COMPLETO 15 X 60 CM
,,734,ROYCO BARREDOR PROF ACRILICO - METAL COMPLETO 15 X 80 CM
,,738,ROYCO BARREDOR PROF ACRILICO - PLASTICO COMPLETO 15 X 100 CM
,,739,ROYCO BARREDOR PROF ACRILICO - PLASTICO COMPLETO 15 X 120 CM
,,740,ROYCO BARREDOR PROF ACRILICO - PLASTICO COMPLETO 15 X 150 CM
,,736,ROYCO BARREDOR PROF ACRILICO - PLASTICO COMPLETO 15 X 45 CM
,,748,ROYCO BARREDOR PROF ACRILICO - PLASTICO COMPLETO 15 X 80CM
,,768,ROYCO BARREDOR PROF ALG- METAL FIJO COMPLETO 15 X 100 CM
,,4022,ROYCO BARREDOR PROF ALGODON - C/ BOT COMPLETO 15 X 45 CM
,,3943,ROYCO BARREDOR PROF ALGODON - C/ BOT COMPLETO 15 X 80 CM
,,753,ROYCO BARREDOR PROF ALGODON - C/BOT REPUESTO 15 X 100 CM
,,754,ROYCO BARREDOR PROF ALGODON - C/BOT REPUESTO 15 X 120 CM
,,751,ROYCO BARREDOR PROF ALGODON - C/BOT REPUESTO 15 X 45 CM
,,752,ROYCO BARREDOR PROF ALGODON - C/BOT REPUESTO 15 X 60 CM
,,3786,ROYCO BARREDOR PROF ALGODON - C/BOT REPUESTO 15 X 80 CM
10676,,806,ROYCO CABO ACERO INOXIDABLE 150 CM **
,,3734,ROYCO CABO ALUMINIO 175 CM
,,807,ROYCO CABO ALUMINIO 22 MM C/ROSC ALUM 150 CM
,,810,ROYCO CABO ALUMINIO 22 MM C/ROSC AMARILLO 150 CM
,,811,ROYCO CABO ALUMINIO 22 MM C/ROSC AZUL 150 CM
,,809,ROYCO CABO ALUMINIO 22 MM C/ROSC BLANCO 150 CM
,,813,ROYCO CABO ALUMINIO 22 MM C/ROSC NEGRO 150 CM
,,812,ROYCO CABO ALUMINIO 22 MM C/ROSC VERDE 150 CM
10689,,802,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM AMARILLO **
10689,,803,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM AZUL **
10689,,801,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM BLANCO **
10689,,805,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM GRIS **
10689,,817,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM NARANJA **
10689,,4396,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM NEGRO **
10689,,800,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM ROJO **
10689,,804,ROYCO CABO CHAPA REF EPOXI C/ROSC 150 CM VERDE **
,,790,ROYCO CARRO AUXILIAR CON TRES BANDEJAS 43X85X90CM
,,3083,ROYCO CARRO ORGANIZADOR MULTISERVICIOS NEGRO
,,4316,ROYCO CESTO PUSH 60 LTS C/TAPA VAIVEN AMARILLO **
,,4317,ROYCO CESTO PUSH 60 LTS C/TAPA VAIVEN AZUL**
,,4318,ROYCO CESTO PUSH 60 LTS C/TAPA VAIVEN VERDE **
,,956,"ROYCO ESCOBA CABO CORTO (P/PALA AEROPUERTO, CAJON Y DE CHAPA)"
,,4315,ROYCO ESTRUCTURA PARA 3 CESTOS PUSH 60/100 LTS **
10692,,920,"ROYCO EXTENSOR CHAPA PINT EPOXI PTA C/ROSC 2 X 1,00 M **"
10695,,921,"ROYCO EXTENSOR CHAPA PINT EPOXI PTA C/ROSC 2 X 1,50 M **"
10696,,922,"ROYCO EXTENSOR CHAPA PINT EPOXI PTA C/ROSC 2 X 2,00 M **"
10697,,923,"ROYCO EXTENSOR CHAPA PINT EPOXI PTA C/ROSC 3 X 1,50 M **"
10698,,924,"ROYCO EXTENSOR CHAPA PINT EPOXI PTA C/ROSC 3 X 2,00 M **"
2971,,903,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 2 X 1,10 M"
2971,,904,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 2 X 1,25 M"
2971,,905,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 2 X 1,50 M"
2971,,906,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 2 X 2,00 M"
2971,,907,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 2 X 3,00 M"
2971,,908,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 3 X 0,70 M"
2971,,909,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 3 X 1,00 M"
2971,,910,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 3 X 1,50 M"
2971,,911,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 3 X 2,00 M"
2971,,912,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 3 X 3,00 M"
2971,,913,"ROYCO EXTENSOR TELESC ALUMINIO TEMPLD PROF 3 X 4,00 M"
,,838,ROYCO GOMA LAVAVIDRIOS REP PREM 15 CM
,,839,ROYCO GOMA LAVAVIDRIOS REP PREM 20 CM
,,840,ROYCO GOMA LAVAVIDRIOS REP PREM 25 CM
11089,,841,ROYCO GOMA LAVAVIDRIOS REP PREM 30 CM **
11093,,842,ROYCO GOMA LAVAVIDRIOS REP PREM 35 CM **
11095,,843,ROYCO GOMA LAVAVIDRIOS REP PREM 40 CM **
11094,,844,ROYCO GOMA LAVAVIDRIOS REP PREM 45 CM **
,,845,ROYCO GOMA LAVAVIDRIOS REP PREM 50 CM
,,846,ROYCO GOMA LAVAVIDRIOS REP PREM 55 CM
11096,,847,ROYCO GOMA LAVAVIDRIOS REP PREM 71 CM
11097,,848,ROYCO GOMA LAVAVIDRIOS REP PREM 92 CM **
,,849,ROYCO LAVA-SECAVIDRIO AMBO PLAST COMP C/GOM PREM 25 CM
,,850,ROYCO LAVA-SECAVIDRIO AMBO PLAST COMP C/GOM PREM 35 CM
2954,,818,ROYCO LAVA-SECAVIDRIO DUAL ACER INOX C/GOM PREM 25 CM **
11717,,819,ROYCO LAVA-SECAVIDRIO DUAL ACER INOX C/GOM PREM 35 CM **
,,820,ROYCO LAVA-SECAVIDRIO DUAL ACER INOX C/GOM PREM 45 CM
,,887,ROYCO LAVAVIDRIOS COMP C/ CINTA ABRASIVA 25 CM
,,888,ROYCO LAVAVIDRIOS COMP C/ CINTA ABRASIVA 35 CM
,,889,ROYCO LAVAVIDRIOS COMP C/ CINTA ABRASIVA 45 CM
,,890,ROYCO LAVAVIDRIOS COMP C/ CINTA ABRASIVA 55 CM
2962,,883,ROYCO LAVAVIDRIOS CON VELLON COMP 25 CM **
11714,,884,ROYCO LAVAVIDRIOS CON VELLON COMP 35 CM **
11715,,885,ROYCO LAVAVIDRIOS CON VELLON COMP 45 CM
,,886,ROYCO LAVAVIDRIOS CON VELLON COMP 55 CM
,,891,ROYCO LAVAVIDRIOS EMPUÑD PLAST / T. ALUMIN 25 CM
,,892,ROYCO LAVAVIDRIOS EMPUÑD PLAST / T. ALUMIN 35 CM
,,893,ROYCO LAVAVIDRIOS EMPUÑD PLAST / T. ALUMIN 45 CM **
,,4312,ROYCO MOPA LAV ALG ECO BUCLE C/BANDA 350 GRS **
,,4313,ROYCO MOPA LAV ALG ECO BUCLE C/BANDA 500 GRS **
,,4314,ROYCO MOPA LAV ALG ECO CORTADA 500 GRS **
,,773,ROYCO MOPA LAVADO ALGODON ECO  PUNTA CORTADA 350 GR **
,,4319,ROYCO MOPIN ALGODON 10 HILOS 200 GRS **
,,4320,ROYCO MOPIN ALGODON 10 HILOS 280 GRS **
2997,,958,ROYCO ORGANIZADOR DE CABOS 2 PIEZAS
,,959,ROYCO ORGANIZADOR DE CABOS 3 PIEZAS
,,960,ROYCO ORGANIZADOR DE CABOS 5 PIEZAS
,,955,ROYCO PALA AEROPUERTO REBATIBLE S/ESCOBA
2931,LS038.0010,782,ROYCO PINZA P/MOPA
2933,,784,ROYCO PINZA P/MOPA GUILLOTINA
,,783,ROYCO PINZA P/MOPA MORDAZA
3005,,951,ROYCO PLUMERO DE TECHO DE CERDA
,,793,ROYCO PRENSAMOPA HORIZONTAL CHICO P/CARRO MINI
10687,,925,ROYCO PUNTERA AZUL P/ EXTENSOR **
,,4483,ROYCO SCRAP EMPUÑADURA EN PLASTICO COD.SC1000
,,855,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 15 CM
,,856,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 20 CM
,,857,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 25 CM
,,858,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 30 CM
,,859,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 35 CM
,,860,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 40 CM
,,861,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 45 CM
,,862,ROYCO SECAVIDRIO KING EMPUÑ PLAST C/SOP ALUM C/GOM PREM 50 CM
,,824,ROYCO SECAVIDRIO PROF COMP ACER INOX 30 CM **
11719,,825,ROYCO SECAVIDRIO PROF COMP ACER INOX 35 CM **
11720,,826,ROYCO SECAVIDRIO PROF COMP ACER INOX 40 CM **
,,821,ROYCO SECAVIDRIO PROF COMP ACER INOX C/GOM PREM 15 CM
,,822,ROYCO SECAVIDRIO PROF COMP ACER INOX C/GOM PREM 20 CM
,,823,ROYCO SECAVIDRIO PROF COMP ACER INOX C/GOM PREM 25 CM
,,828,ROYCO SECAVIDRIO PROF COMP ACER INOX C/GOM PREM 45 CM
11721,,4540,ROYCO SECAVIDRIO PROF COMP ACER INOX X 45 CM
2995,LS015.0005,957,ROYCO SEÑAL PISO MOJADO **
,,833,ROYCO SOPORTE ACERO INOX C/GOM PREMIUM 35 CM
,,834,ROYCO SOPORTE ACERO INOX C/GOM PREMIUM 40 CM
,,835,ROYCO SOPORTE ACERO INOX C/GOM PREMIUM 45 CM
,,836,ROYCO SOPORTE ACERO INOX C/GOM PREMIUM 50 CM
,,2753,ROYCO SOPORTE ACERO INOX C/GOMA PREMIUM 20CM
,,863,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 15 CM
,,864,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 20 CM
,,865,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 25 CM
,,866,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 30 CM
,,867,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 35 CM
,,868,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 40 CM
,,869,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 45 CM
,,870,ROYCO SOPORTE ALUMINIO C/GOMA PREMIUM 50 CM
,,829,ROYCO SOPORTE LAVAVIDRIOS INOX C/GOMA PREMIUM 15 CM
,,830,ROYCO SOPORTE LAVAVIDRIOS INOX C/GOMA PREMIUM 20 CM
,,831,ROYCO SOPORTE LAVAVIDRIOS INOX C/GOMA PREMIUM 25 CM
,,832,ROYCO SOPORTE LAVAVIDRIOS INOX C/GOMA PREMIUM 30 CM
,,900,ROYCO VELLON REP C/CINTA ABRASIVA P/LAVAVIDRIOS X  35 CM
,,901,ROYCO VELLON REP C/CINTA ABRASIVA P/LAVAVIDRIOS X  45 CM
,,902,ROYCO VELLON REP C/CINTA ABRASIVA P/LAVAVIDRIOS X  55 CM
,,899,ROYCO VELLON REP C/CINTA ABRASIVA P/LAVAVIDRIOS X 25 CM
,,3081,ROYCO VELLON REP LAVAVIDRIOS X 25 CM
,,3080,ROYCO VELLON REP LAVAVIDRIOS X 35 CM
,,3079,ROYCO VELLON REP LAVAVIDRIOS X 45 CM
,,898,ROYCO VELLON REP LAVAVIDRIOS X 55 CM
2767,LL091.0012,2386,RUGBEE ALFOMBRAS AEROSOL X 400 CC **
11568,,3409,SACAHOJAS PLASTICO REPUESTO S/CABO **
10040,LS005.0051,2719,SACCHI SECADOR GOMA NEGRO 26 CM (6UXB) **
3134,LS005.0052,2674,SACCHI SECADOR GOMA NEGRO 40CM (6UXB) **
10041,LS005.0053,2718,SACCHI SECADOR GOMA NEGRO 50CM (6UXB) **
9774,,1048,"SALZANO CABO MADERA 1,20 MTS ROSCADO (50UXB) M**"
9776,LC002.0007,1049,"SALZANO CABO MADERA GRUESO ROSC 1,50 M DIAM 28 MM (10UXB) M**"
,,3853,SALZANO CEPILLO CERDA NEGRA ART 318
3024,,3301,SALZANO CEPILLO DE MANO ART.18
3053,,973,SALZANO CEPILLO HIDROLAVACOCHE C/CONEX P/MANGU SINTETICO COD.2019
3055,,974,SALZANO CEPILLO LAVACOCHE VIOLIN MONOFIL PITA SINTETICA **
3022,,962,SALZANO CEPILLO LAVAJEANS PVC (24UXB)  M**
3057,,975,SALZANO CEPILLO LAVAOMNIBUS C/ROSC INCLINADA 29CM (15UXB)**
3020,,961,SALZANO CEPILLO LAVAZAPATILLAS PVC COD.2003
,,964,SALZANO CEPILLO MANGO LARGO LAVAVAJILLAS (12UXB) M**
3061,,989,SALZANO CEPILLO PARRILLERO PLASTICO C/CAB MAD 60 CM GUINEA COD.3021
3028,LC050.0015,3444,SALZANO CEPILLO PISO GIGANTE COD.2030 (24UXB) M**
9779,,3348,SALZANO CEPILLO PISO TREVIA SINTETICO COD.15 (12UXB) M**
9782,,981,SALZANO CEPILLO ROPA BASE ESMALT PVC (6UXB) M**
3049,LE033.0040,971,SALZANO ESCOBILLA WC ESFERICA CON DEPOSITO (12UXB) M**
9784,,972,SALZANO ESCOBILLA WC ESFERICA SIN DEPOSITO (24UXB) M**
3008,LC002.0007,999,"SALZANO ESCOBILLON ""MINI BARRENDERO"" BARREGRUESO (10UXB) M**"
,,1019,SALZANO ESCOBILLON ANDEN CERDA MEXCLADA 50CM COD.605
,,1023,SALZANO ESCOBILLON ANDEN CERDA MEZCLADA 100CM COD. 610
,,1018,SALZANO ESCOBILLON ANDEN CERDA MEZCLADA 40CM COD.604
,,1020,SALZANO ESCOBILLON ANDEN CERDA MEZCLADA 60CM COD.606
,,1022,SALZANO ESCOBILLON ANDEN CERDAMEZCLADA 80CM COD. 608
,,3017,SALZANO ESCOBILLON ANDEN NEGRO PUNTA REC PVC 60CM (5UXB) M**
,,3016,SALZANO ESCOBILLON ANDEN NEGRO PUNTA RECTA PVC 40CM COD.624
,,1032,SALZANO ESCOBILLON ANDEN NEGRO PUNTA RECTA PVC 80CM COD.628
3038,LC002.0007,1015,SALZANO ESCOBILLON BARRENDERO PVC C/ROSC GRUESA 28MM (6UXB) M**
,,1005,SALZANO ESCOBILLON BIGOTE C/ROSCA CERDA BASE LAQUEADA
